id;id_grado_ofertado;a√±o;convocatoria;grupo;nota
544;278;2025;ordinaria;Grupo 4;5.0
545;281;2025;ordinaria;Grupo 4;5.0
546;282;2025;ordinaria;Grupo 4;5.0
547;286;2025;ordinaria;Grupo 4;5.0
548;242;2025;ordinaria;Grupo 5;5.0
549;269;2025;ordinaria;Grupo 5;5.0
550;271;2025;ordinaria;Grupo 5;5.0
551;276;2025;ordinaria;Grupo 5;5.0
552;278;2025;ordinaria;Grupo 5;5.0
553;281;2025;ordinaria;Grupo 5;5.0
554;282;2025;ordinaria;Grupo 5;5.0
555;286;2025;ordinaria;Grupo 5;5.0
556;0;2025;ordinaria;Grupo 1;9.545
557;0;2025;ordinaria;Grupo 2;5.0
558;0;2025;ordinaria;Grupo 3;5.0
559;0;2025;ordinaria;Grupo 4;5.0
560;0;2025;ordinaria;Grupo 5;5.0
561;291;2025;ordinaria;Grupo 1;8.5
562;295;2025;ordinaria;Grupo 1;8.5
563;291;2025;ordinaria;Grupo 2;7.62
564;295;2025;ordinaria;Grupo 2;7.62
565;291;2025;ordinaria;Grupo 3;5.0
566;295;2025;ordinaria;Grupo 3;5.0
567;291;2025;ordinaria;Grupo 4;5.0
568;295;2025;ordinaria;Grupo 4;5.0
569;291;2025;ordinaria;Grupo 5;5.0
570;295;2025;ordinaria;Grupo 5;5.0
571;0;2025;ordinaria;Grupo 1;8.878
572;0;2025;ordinaria;Grupo 2;7.95
573;0;2025;ordinaria;Grupo 3;5.0
574;0;2025;ordinaria;Grupo 4;5.0
575;0;2025;ordinaria;Grupo 5;5.0
576;0;2025;ordinaria;Grupo 1;9.42
577;0;2025;ordinaria;Grupo 2;7.78
578;0;2025;ordinaria;Grupo 3;5.0
579;0;2025;ordinaria;Grupo 4;5.0
580;0;2025;ordinaria;Grupo 5;5.0
581;14;2025;ordinaria;Grupo 1;5.0
582;312;2025;ordinaria;Grupo 1;5.0
583;14;2025;ordinaria;Grupo 2;5.0
584;312;2025;ordinaria;Grupo 2;5.0
585;14;2025;ordinaria;Grupo 3;5.0
586;312;2025;ordinaria;Grupo 3;5.0
587;14;2025;ordinaria;Grupo 4;5.0
588;312;2025;ordinaria;Grupo 4;5.0
589;14;2025;ordinaria;Grupo 5;5.0
590;312;2025;ordinaria;Grupo 5;5.0
591;233;2025;ordinaria;Grupo 1;5.228
592;233;2025;ordinaria;Grupo 2;6.34
593;233;2025;ordinaria;Grupo 3;5.0
594;233;2025;ordinaria;Grupo 4;5.0
595;233;2025;ordinaria;Grupo 5;5.0
596;313;2025;ordinaria;Grupo 1;5.0
597;313;2025;ordinaria;Grupo 2;5.0
598;313;2025;ordinaria;Grupo 3;5.0
599;313;2025;ordinaria;Grupo 4;5.0
600;313;2025;ordinaria;Grupo 5;5.0
601;0;2025;ordinaria;Grupo 1;9.05
602;0;2025;ordinaria;Grupo 2;7.86
603;0;2025;ordinaria;Grupo 3;5.0
604;0;2025;ordinaria;Grupo 4;5.0
605;0;2025;ordinaria;Grupo 5;5.0
606;0;2025;ordinaria;Grupo 1;10.262
607;0;2025;ordinaria;Grupo 2;8.66
608;0;2025;ordinaria;Grupo 3;5.0
609;0;2025;ordinaria;Grupo 4;5.0
610;0;2025;ordinaria;Grupo 5;5.0
611;301;2025;ordinaria;Grupo 1;8.6
612;302;2025;ordinaria;Grupo 1;8.6
613;301;2025;ordinaria;Grupo 2;8.0
614;302;2025;ordinaria;Grupo 2;8.0
615;301;2025;ordinaria;Grupo 3;5.0
616;302;2025;ordinaria;Grupo 3;5.0
617;301;2025;ordinaria;Grupo 4;5.0
618;302;2025;ordinaria;Grupo 4;5.0
619;301;2025;ordinaria;Grupo 5;5.0
620;302;2025;ordinaria;Grupo 5;5.0
621;0;2025;ordinaria;Grupo 1;6.575
622;0;2025;ordinaria;Grupo 2;6.62
623;0;2025;ordinaria;Grupo 3;5.0
624;0;2025;ordinaria;Grupo 4;5.0
625;0;2025;ordinaria;Grupo 5;5.0
626;39;2025;ordinaria;Grupo 1;10.364
627;107;2025;ordinaria;Grupo 1;10.364
628;228;2025;ordinaria;Grupo 1;10.364
629;318;2025;ordinaria;Grupo 1;10.364
630;323;2025;ordinaria;Grupo 1;10.364
631;327;2025;ordinaria;Grupo 1;10.364
632;39;2025;ordinaria;Grupo 2;7.88
633;107;2025;ordinaria;Grupo 2;7.88
634;228;2025;ordinaria;Grupo 2;7.88
635;318;2025;ordinaria;Grupo 2;7.88
636;323;2025;ordinaria;Grupo 2;7.88
637;327;2025;ordinaria;Grupo 2;7.88
638;39;2025;ordinaria;Grupo 3;5.0
639;107;2025;ordinaria;Grupo 3;5.0
640;228;2025;ordinaria;Grupo 3;5.0
641;318;2025;ordinaria;Grupo 3;5.0
642;323;2025;ordinaria;Grupo 3;5.0
643;327;2025;ordinaria;Grupo 3;5.0
644;39;2025;ordinaria;Grupo 4;5.0
645;107;2025;ordinaria;Grupo 4;5.0
646;228;2025;ordinaria;Grupo 4;5.0
647;318;2025;ordinaria;Grupo 4;5.0
648;323;2025;ordinaria;Grupo 4;5.0
649;327;2025;ordinaria;Grupo 4;5.0
650;39;2025;ordinaria;Grupo 5;5.0
651;107;2025;ordinaria;Grupo 5;5.0
652;228;2025;ordinaria;Grupo 5;5.0
653;318;2025;ordinaria;Grupo 5;5.0
654;323;2025;ordinaria;Grupo 5;5.0
655;327;2025;ordinaria;Grupo 5;5.0
656;0;2025;ordinaria;Grupo 1;11.185
657;0;2025;ordinaria;Grupo 2;8.93
658;0;2025;ordinaria;Grupo 3;8.525
659;0;2025;ordinaria;Grupo 4;5.0
660;0;2025;ordinaria;Grupo 5;5.0
661;212;2025;ordinaria;Grupo 1;7.35
662;216;2025;ordinaria;Grupo 1;7.35
663;212;2025;ordinaria;Grupo 2;8.11
664;216;2025;ordinaria;Grupo 2;8.11
665;212;2025;ordinaria;Grupo 3;5.0
666;216;2025;ordinaria;Grupo 3;5.0
667;212;2025;ordinaria;Grupo 4;5.0
668;216;2025;ordinaria;Grupo 4;5.0
669;212;2025;ordinaria;Grupo 5;5.0
670;216;2025;ordinaria;Grupo 5;5.0
671;116;2025;ordinaria;Grupo 1;5.0
672;230;2025;ordinaria;Grupo 1;5.0
673;237;2025;ordinaria;Grupo 1;5.0
674;239;2025;ordinaria;Grupo 1;5.0
675;116;2025;ordinaria;Grupo 2;5.0
676;230;2025;ordinaria;Grupo 2;5.0
677;237;2025;ordinaria;Grupo 2;5.0
678;239;2025;ordinaria;Grupo 2;5.0
679;116;2025;ordinaria;Grupo 3;5.0
680;230;2025;ordinaria;Grupo 3;5.0
681;237;2025;ordinaria;Grupo 3;5.0
682;239;2025;ordinaria;Grupo 3;5.0
683;116;2025;ordinaria;Grupo 4;5.0
684;230;2025;ordinaria;Grupo 4;5.0
685;237;2025;ordinaria;Grupo 4;5.0
686;239;2025;ordinaria;Grupo 4;5.0
687;116;2025;ordinaria;Grupo 5;5.0
688;230;2025;ordinaria;Grupo 5;5.0
689;237;2025;ordinaria;Grupo 5;5.0
690;239;2025;ordinaria;Grupo 5;5.0
691;0;2025;ordinaria;Grupo 1;7.14
692;0;2025;ordinaria;Grupo 2;7.53
693;0;2025;ordinaria;Grupo 3;5.0
694;0;2025;ordinaria;Grupo 4;5.0
695;0;2025;ordinaria;Grupo 5;5.0
696;0;2025;ordinaria;Grupo 1;5.0
697;0;2025;ordinaria;Grupo 2;5.0
698;0;2025;ordinaria;Grupo 3;5.0
699;0;2025;ordinaria;Grupo 4;5.0
700;0;2025;ordinaria;Grupo 5;5.0
701;0;2025;ordinaria;Grupo 1;5.0
702;0;2025;ordinaria;Grupo 2;5.0
703;0;2025;ordinaria;Grupo 3;5.0
704;0;2025;ordinaria;Grupo 4;5.0
705;0;2025;ordinaria;Grupo 5;5.0
706;0;2025;ordinaria;Grupo 1;5.0
707;0;2025;ordinaria;Grupo 2;5.0
708;0;2025;ordinaria;Grupo 3;5.0
709;0;2025;ordinaria;Grupo 4;5.0
710;0;2025;ordinaria;Grupo 5;5.0
711;0;2025;ordinaria;Grupo 1;7.707
712;0;2025;ordinaria;Grupo 2;6.7
713;58;2025;ordinaria;Grupo 1;10.148
714;470;2025;ordinaria;Grupo 1;10.148
715;471;2025;ordinaria;Grupo 1;10.148
716;473;2025;ordinaria;Grupo 1;10.148
717;479;2025;ordinaria;Grupo 1;10.148
718;58;2025;ordinaria;Grupo 2;7.12
719;470;2025;ordinaria;Grupo 2;7.12
720;471;2025;ordinaria;Grupo 2;7.12
721;473;2025;ordinaria;Grupo 2;7.12
722;479;2025;ordinaria;Grupo 2;7.12
723;557;2025;ordinaria;Grupo 1;8.575
724;570;2025;ordinaria;Grupo 1;8.575
725;571;2025;ordinaria;Grupo 1;8.575
726;576;2025;ordinaria;Grupo 1;8.575
727;557;2025;ordinaria;Grupo 2;5.0
728;570;2025;ordinaria;Grupo 2;5.0
729;571;2025;ordinaria;Grupo 2;5.0
730;576;2025;ordinaria;Grupo 2;5.0
731;554;2025;ordinaria;Grupo 1;7.504
732;559;2025;ordinaria;Grupo 1;7.504
733;560;2025;ordinaria;Grupo 1;7.504
734;554;2025;ordinaria;Grupo 2;5.0
735;559;2025;ordinaria;Grupo 2;5.0
736;560;2025;ordinaria;Grupo 2;5.0
737;0;2025;ordinaria;Grupo 1;9.976
738;0;2025;ordinaria;Grupo 2;5.0
739;0;2025;ordinaria;Grupo 1;8.139
740;0;2025;ordinaria;Grupo 2;5.0
741;66;2025;ordinaria;Grupo 1;7.8
742;476;2025;ordinaria;Grupo 1;7.8
743;555;2025;ordinaria;Grupo 1;7.8
744;563;2025;ordinaria;Grupo 1;7.8
745;564;2025;ordinaria;Grupo 1;7.8
746;66;2025;ordinaria;Grupo 2;5.0
747;476;2025;ordinaria;Grupo 2;5.0
748;555;2025;ordinaria;Grupo 2;5.0
749;563;2025;ordinaria;Grupo 2;5.0
750;564;2025;ordinaria;Grupo 2;5.0
751;0;2025;ordinaria;Grupo 1;8.003
752;0;2025;ordinaria;Grupo 2;5.0
753;0;2025;ordinaria;Grupo 1;8.553
754;0;2025;ordinaria;Grupo 2;5.0
755;377;2025;ordinaria;Grupo 1;11.0
756;490;2025;ordinaria;Grupo 1;11.0
757;510;2025;ordinaria;Grupo 1;11.0
758;526;2025;ordinaria;Grupo 1;11.0
759;537;2025;ordinaria;Grupo 1;11.0
760;540;2025;ordinaria;Grupo 1;11.0
761;542;2025;ordinaria;Grupo 1;11.0
762;377;2025;ordinaria;Grupo 2;5.0
763;490;2025;ordinaria;Grupo 2;5.0
764;510;2025;ordinaria;Grupo 2;5.0
765;526;2025;ordinaria;Grupo 2;5.0
766;537;2025;ordinaria;Grupo 2;5.0
767;540;2025;ordinaria;Grupo 2;5.0
768;542;2025;ordinaria;Grupo 2;5.0
769;0;2025;ordinaria;Grupo 1;11.614
770;0;2025;ordinaria;Grupo 2;5.0
771;67;2025;ordinaria;Grupo 1;10.7
772;402;2025;ordinaria;Grupo 1;10.7
773;468;2025;ordinaria;Grupo 1;10.7
774;497;2025;ordinaria;Grupo 1;10.7
775;515;2025;ordinaria;Grupo 1;10.7
776;527;2025;ordinaria;Grupo 1;10.7
777;533;2025;ordinaria;Grupo 1;10.7
778;558;2025;ordinaria;Grupo 1;10.7
779;577;2025;ordinaria;Grupo 1;10.7
780;580;2025;ordinaria;Grupo 1;10.7
781;583;2025;ordinaria;Grupo 1;10.7
782;585;2025;ordinaria;Grupo 1;10.7
783;587;2025;ordinaria;Grupo 1;10.7
784;67;2025;ordinaria;Grupo 2;5.0
785;402;2025;ordinaria;Grupo 2;5.0
786;468;2025;ordinaria;Grupo 2;5.0
787;497;2025;ordinaria;Grupo 2;5.0
788;515;2025;ordinaria;Grupo 2;5.0
789;527;2025;ordinaria;Grupo 2;5.0
790;533;2025;ordinaria;Grupo 2;5.0
791;558;2025;ordinaria;Grupo 2;5.0
792;577;2025;ordinaria;Grupo 2;5.0
793;580;2025;ordinaria;Grupo 2;5.0
794;583;2025;ordinaria;Grupo 2;5.0
795;585;2025;ordinaria;Grupo 2;5.0
796;587;2025;ordinaria;Grupo 2;5.0
797;478;2025;ordinaria;Grupo 1;7.575
798;496;2025;ordinaria;Grupo 1;7.575
799;562;2025;ordinaria;Grupo 1;7.575
800;566;2025;ordinaria;Grupo 1;7.575
801;478;2025;ordinaria;Grupo 2;6.11
802;496;2025;ordinaria;Grupo 2;6.11
803;562;2025;ordinaria;Grupo 2;6.11
804;566;2025;ordinaria;Grupo 2;6.11
805;0;2025;ordinaria;Grupo 1;10.064
806;0;2025;ordinaria;Grupo 2;7.69
807;291;2025;ordinaria;Grupo 1;5.0
808;295;2025;ordinaria;Grupo 1;5.0
809;291;2025;ordinaria;Grupo 2;5.0
810;295;2025;ordinaria;Grupo 2;5.0
811;0;2025;ordinaria;Grupo 1;5.336
812;0;2025;ordinaria;Grupo 2;5.0
813;0;2025;ordinaria;Grupo 1;5.0
814;0;2025;ordinaria;Grupo 2;5.0
815;0;2025;ordinaria;Grupo 1;5.0
816;0;2025;ordinaria;Grupo 2;5.0
817;0;2025;ordinaria;Grupo 1;7.14
818;0;2025;ordinaria;Grupo 2;5.0
819;0;2025;ordinaria;Grupo 1;5.0
820;0;2025;ordinaria;Grupo 2;5.0
821;0;2025;ordinaria;Grupo 1;5.0
822;0;2025;ordinaria;Grupo 2;5.0
823;92;2025;ordinaria;Grupo 1;9.199
824;131;2025;ordinaria;Grupo 1;9.199
825;192;2025;ordinaria;Grupo 1;9.199
826;296;2025;ordinaria;Grupo 1;9.199
827;353;2025;ordinaria;Grupo 1;9.199
828;439;2025;ordinaria;Grupo 1;9.199
829;444;2025;ordinaria;Grupo 1;9.199
830;456;2025;ordinaria;Grupo 1;9.199
831;457;2025;ordinaria;Grupo 1;9.199
832;458;2025;ordinaria;Grupo 1;9.199
833;459;2025;ordinaria;Grupo 1;9.199
834;460;2025;ordinaria;Grupo 1;9.199
835;92;2025;ordinaria;Grupo 2;6.74
836;131;2025;ordinaria;Grupo 2;6.74
837;192;2025;ordinaria;Grupo 2;6.74
838;296;2025;ordinaria;Grupo 2;6.74
839;353;2025;ordinaria;Grupo 2;6.74
840;439;2025;ordinaria;Grupo 2;6.74
841;444;2025;ordinaria;Grupo 2;6.74
842;456;2025;ordinaria;Grupo 2;6.74
843;457;2025;ordinaria;Grupo 2;6.74
844;458;2025;ordinaria;Grupo 2;6.74
845;459;2025;ordinaria;Grupo 2;6.74
846;460;2025;ordinaria;Grupo 2;6.74
847;83;2025;ordinaria;Grupo 1;5.0
848;94;2025;ordinaria;Grupo 1;5.0
849;83;2025;ordinaria;Grupo 2;5.0
850;94;2025;ordinaria;Grupo 2;5.0
851;85;2025;ordinaria;Grupo 1;5.0
852;85;2025;ordinaria;Grupo 2;5.0
853;0;2025;ordinaria;Grupo 1;5.0
854;0;2025;ordinaria;Grupo 2;5.0
855;0;2025;ordinaria;Grupo 1;5.0
856;0;2025;ordinaria;Grupo 2;5.0
857;0;2025;ordinaria;Grupo 1;5.0
858;0;2025;ordinaria;Grupo 2;5.0
859;84;2025;ordinaria;Grupo 1;5.0
860;84;2025;ordinaria;Grupo 2;5.0
861;79;2025;ordinaria;Grupo 1;5.0
862;86;2025;ordinaria;Grupo 1;5.0
863;103;2025;ordinaria;Grupo 1;5.0
864;137;2025;ordinaria;Grupo 1;5.0
865;79;2025;ordinaria;Grupo 2;5.0
866;86;2025;ordinaria;Grupo 2;5.0
867;103;2025;ordinaria;Grupo 2;5.0
868;137;2025;ordinaria;Grupo 2;5.0
869;5;2025;ordinaria;Grupo 1;5.0
870;43;2025;ordinaria;Grupo 1;5.0
871;82;2025;ordinaria;Grupo 1;5.0
872;89;2025;ordinaria;Grupo 1;5.0
873;90;2025;ordinaria;Grupo 1;5.0
874;5;2025;ordinaria;Grupo 2;5.0
875;43;2025;ordinaria;Grupo 2;5.0
876;82;2025;ordinaria;Grupo 2;5.0
877;89;2025;ordinaria;Grupo 2;5.0
878;90;2025;ordinaria;Grupo 2;5.0
879;11;2025;ordinaria;Grupo 1;5.0
880;44;2025;ordinaria;Grupo 1;5.0
881;95;2025;ordinaria;Grupo 1;5.0
882;100;2025;ordinaria;Grupo 1;5.0
883;104;2025;ordinaria;Grupo 1;5.0
884;109;2025;ordinaria;Grupo 1;5.0
885;11;2025;ordinaria;Grupo 2;5.0
886;44;2025;ordinaria;Grupo 2;5.0
887;95;2025;ordinaria;Grupo 2;5.0
888;100;2025;ordinaria;Grupo 2;5.0
889;104;2025;ordinaria;Grupo 2;5.0
890;109;2025;ordinaria;Grupo 2;5.0
891;12;2025;ordinaria;Grupo 1;5.0
892;96;2025;ordinaria;Grupo 1;5.0
893;98;2025;ordinaria;Grupo 1;5.0
894;105;2025;ordinaria;Grupo 1;5.0
895;12;2025;ordinaria;Grupo 2;5.0
896;96;2025;ordinaria;Grupo 2;5.0
897;98;2025;ordinaria;Grupo 2;5.0
898;105;2025;ordinaria;Grupo 2;5.0
899;0;2025;ordinaria;Grupo 1;5.0
900;0;2025;ordinaria;Grupo 2;5.0
901;0;2025;ordinaria;Grupo 1;5.0
902;0;2025;ordinaria;Grupo 2;5.0
903;0;2025;ordinaria;Grupo 1;5.0
904;0;2025;ordinaria;Grupo 2;5.0
905;0;2025;ordinaria;Grupo 1;5.0
906;0;2025;ordinaria;Grupo 2;5.0
907;0;2025;ordinaria;Grupo 1;5.0
908;0;2025;ordinaria;Grupo 2;5.0
909;0;2025;ordinaria;Grupo 1;6.7
910;0;2025;ordinaria;Grupo 2;5.0
911;0;2025;ordinaria;Grupo 1;6.58
912;0;2025;ordinaria;Grupo 2;8.1
913;0;2025;ordinaria;Grupo 1;10.928
914;0;2025;ordinaria;Grupo 2;5.0
915;0;2025;ordinaria;Grupo 1;8.911
916;0;2025;ordinaria;Grupo 2;7.25
917;0;2025;ordinaria;Grupo 1;10.336
918;0;2025;ordinaria;Grupo 2;5.0
919;0;2025;ordinaria;Grupo 1;12.264
920;0;2025;ordinaria;Grupo 2;8.49
921;0;2025;ordinaria;Grupo 1;5.0
922;0;2025;ordinaria;Grupo 2;5.0
923;0;2025;ordinaria;Grupo 1;12.964
924;0;2025;ordinaria;Grupo 2;5.0
925;0;2025;ordinaria;Grupo 1;5.0
926;0;2025;ordinaria;Grupo 2;5.0
927;0;2025;ordinaria;Grupo 1;12.513
928;0;2025;ordinaria;Grupo 2;8.56
929;0;2025;ordinaria;Grupo 1;13.136
930;0;2025;ordinaria;Grupo 2;8.82
931;0;2025;ordinaria;Grupo 1;10.278
932;0;2025;ordinaria;Grupo 2;8.01
933;0;2025;ordinaria;Grupo 1;10.87
934;0;2025;ordinaria;Grupo 2;8.58
935;0;2025;ordinaria;Grupo 1;5.79
936;0;2025;ordinaria;Grupo 2;5.0
937;0;2025;ordinaria;Grupo 1;5.0
938;0;2025;ordinaria;Grupo 2;5.0
939;291;2025;ordinaria;Grupo 1;5.0
940;295;2025;ordinaria;Grupo 1;5.0
941;291;2025;ordinaria;Grupo 2;5.0
942;295;2025;ordinaria;Grupo 2;5.0
943;130;2025;ordinaria;Grupo 1;5.0
944;188;2025;ordinaria;Grupo 1;5.0
945;199;2025;ordinaria;Grupo 1;5.0
946;348;2025;ordinaria;Grupo 1;5.0
947;422;2025;ordinaria;Grupo 1;5.0
948;427;2025;ordinaria;Grupo 1;5.0
949;431;2025;ordinaria;Grupo 1;5.0
950;436;2025;ordinaria;Grupo 1;5.0
951;440;2025;ordinaria;Grupo 1;5.0
952;130;2025;ordinaria;Grupo 2;5.0
953;188;2025;ordinaria;Grupo 2;5.0
954;199;2025;ordinaria;Grupo 2;5.0
955;348;2025;ordinaria;Grupo 2;5.0
956;422;2025;ordinaria;Grupo 2;5.0
957;427;2025;ordinaria;Grupo 2;5.0
958;431;2025;ordinaria;Grupo 2;5.0
959;436;2025;ordinaria;Grupo 2;5.0
960;440;2025;ordinaria;Grupo 2;5.0
961;0;2025;ordinaria;Grupo 1;5.0
962;0;2025;ordinaria;Grupo 2;5.0
963;0;2025;ordinaria;Grupo 1;5.0
964;0;2025;ordinaria;Grupo 2;5.0
965;0;2025;ordinaria;Grupo 1;7.203
966;0;2025;ordinaria;Grupo 2;8.59
967;429;2025;ordinaria;Grupo 1;5.0
968;447;2025;ordinaria;Grupo 1;5.0
969;429;2025;ordinaria;Grupo 2;5.0
970;447;2025;ordinaria;Grupo 2;5.0
971;0;2025;ordinaria;Grupo 1;5.0
972;0;2025;ordinaria;Grupo 2;5.0
973;0;2025;ordinaria;Grupo 1;11.556
974;0;2025;ordinaria;Grupo 2;7.56
975;0;2025;ordinaria;Grupo 1;13.3
976;0;2025;ordinaria;Grupo 2;7.43
977;0;2025;ordinaria;Grupo 1;12.843
978;0;2025;ordinaria;Grupo 2;9.31
979;0;2025;ordinaria;Grupo 1;10.253
980;0;2025;ordinaria;Grupo 2;5.0
981;0;2025;ordinaria;Grupo 1;9.764
982;0;2025;ordinaria;Grupo 2;5.0
983;0;2025;ordinaria;Grupo 1;11.175
984;0;2025;ordinaria;Grupo 2;5.0
985;0;2025;ordinaria;Grupo 1;10.115
986;0;2025;ordinaria;Grupo 2;5.0
987;0;2025;ordinaria;Grupo 1;10.967
988;0;2025;ordinaria;Grupo 2;5.0
989;0;2025;ordinaria;Grupo 1;10.636
990;0;2025;ordinaria;Grupo 2;5.0
991;0;2025;ordinaria;Grupo 1;10.713
992;0;2025;ordinaria;Grupo 2;5.0
993;0;2025;ordinaria;Grupo 1;11.966
994;0;2025;ordinaria;Grupo 2;5.0
995;0;2025;ordinaria;Grupo 1;13.225
996;0;2025;ordinaria;Grupo 2;7.38
997;0;2025;ordinaria;Grupo 1;10.978
998;0;2025;ordinaria;Grupo 2;5.0
999;0;2025;ordinaria;Grupo 1;10.364
1000;0;2025;ordinaria;Grupo 2;5.0
1001;0;2025;ordinaria;Grupo 1;11.664
1002;0;2025;ordinaria;Grupo 2;5.0
1003;0;2025;ordinaria;Grupo 1;11.489
1004;0;2025;ordinaria;Grupo 2;8.63
1005;0;2025;ordinaria;Grupo 1;11.775
1006;0;2025;ordinaria;Grupo 2;8.05
1007;0;2025;ordinaria;Grupo 1;10.448
1008;0;2025;ordinaria;Grupo 2;7.04
1009;0;2025;ordinaria;Grupo 1;12.024
1010;0;2025;ordinaria;Grupo 2;6.89
1011;0;2025;ordinaria;Grupo 1;12.224
1012;0;2025;ordinaria;Grupo 2;8.41
1013;0;2025;ordinaria;Grupo 1;12.825
1014;0;2025;ordinaria;Grupo 2;5.0
1015;0;2025;ordinaria;Grupo 1;12.889
1016;0;2025;ordinaria;Grupo 2;5.0
1017;0;2025;ordinaria;Grupo 1;13.414
1018;0;2025;ordinaria;Grupo 2;5.0
1019;0;2025;ordinaria;Grupo 1;9.041
1020;0;2025;ordinaria;Grupo 2;7.4
1021;0;2025;ordinaria;Grupo 1;12.124
1022;0;2025;ordinaria;Grupo 2;5.0
1023;0;2025;ordinaria;Grupo 1;12.6
1024;0;2025;ordinaria;Grupo 2;8.11
1025;0;2025;ordinaria;Grupo 1;11.25
1026;0;2025;ordinaria;Grupo 2;7.94
1027;0;2025;ordinaria;Grupo 1;11.178
1028;0;2025;ordinaria;Grupo 2;7.37
1029;0;2025;ordinaria;Grupo 1;12.239
1030;0;2025;ordinaria;Grupo 2;6.55
1031;0;2025;ordinaria;Grupo 1;13.119
1032;0;2025;ordinaria;Grupo 2;5.0
1033;0;2025;ordinaria;Grupo 1;12.475
1034;0;2025;ordinaria;Grupo 2;7.43
1035;0;2025;ordinaria;Grupo 1;13.175
1036;0;2025;ordinaria;Grupo 2;8.44
1037;0;2025;ordinaria;Grupo 1;12.83
1038;0;2025;ordinaria;Grupo 2;5.0
1039;0;2025;ordinaria;Grupo 1;13.464
1040;0;2025;ordinaria;Grupo 2;6.35
1041;0;2025;ordinaria;Grupo 1;11.386
1042;0;2025;ordinaria;Grupo 2;5.0
1043;0;2025;ordinaria;Grupo 1;12.053
1044;0;2025;ordinaria;Grupo 2;5.0
1045;0;2025;ordinaria;Grupo 1;10.939
1046;0;2025;ordinaria;Grupo 2;7.58
1047;0;2025;ordinaria;Grupo 1;7.816
1048;0;2025;ordinaria;Grupo 2;9.07
1049;0;2025;ordinaria;Grupo 1;13.089
1050;0;2025;ordinaria;Grupo 2;8.6
1051;0;2025;ordinaria;Grupo 1;10.467
1052;0;2025;ordinaria;Grupo 2;6.51
1053;0;2025;ordinaria;Grupo 1;12.728
1054;0;2025;ordinaria;Grupo 2;8.23
1055;0;2025;ordinaria;Grupo 1;11.899
1056;0;2025;ordinaria;Grupo 2;8.98
1057;0;2025;ordinaria;Grupo 1;12.139
1058;0;2025;ordinaria;Grupo 2;8.35
1059;0;2025;ordinaria;Grupo 1;7.637
1060;0;2025;ordinaria;Grupo 2;6.97
1061;0;2025;ordinaria;Grupo 1;11.091
1062;0;2025;ordinaria;Grupo 2;7.73
1063;502;2025;ordinaria;Grupo 1;11.478
1064;502;2025;ordinaria;Grupo 2;7.15
1065;0;2025;ordinaria;Grupo 1;12.484
1066;0;2025;ordinaria;Grupo 2;7.59
1067;0;2025;ordinaria;Grupo 1;13.411
1068;0;2025;ordinaria;Grupo 2;7.44
1069;387;2025;ordinaria;Grupo 1;8.173
1070;387;2025;ordinaria;Grupo 2;6.88
1071;0;2025;ordinaria;Grupo 1;10.814
1072;0;2025;ordinaria;Grupo 2;5.0
1073;388;2025;ordinaria;Grupo 1;5.75
1074;388;2025;ordinaria;Grupo 2;6.88
1075;389;2025;ordinaria;Grupo 1;7.015
1076;389;2025;ordinaria;Grupo 2;7.13
1077;62;2025;ordinaria;Grupo 1;12.553
1078;132;2025;ordinaria;Grupo 1;12.553
1079;359;2025;ordinaria;Grupo 1;12.553
1080;390;2025;ordinaria;Grupo 1;12.553
1081;486;2025;ordinaria;Grupo 1;12.553
